"old_id","new_id","level"
"CD8 TEM_2",NA,NA
"CD8 TEM_1",NA,NA
"CD8 TEM_4",NA,NA
"CD8 TEM_3",NA,NA
"CD8 TEM_6",NA,NA
"CD8 TEM_5",NA,NA
"CD8 Naive_2",NA,NA
